Name,Soundex,Frequency,ZipfPopularity
Frowen,F650,1,1
Frudd,F630,1,1
Frude,F630,1,4
Fruen,F650,1,1
Fruin,F650,1,1
Frutherby,F636,1,8
Fry,F600,18,1
Fryar,F660,1,3
Fryatt,F630,1,210
Fryer,F660,15,1
Fryers,F662,1,1
Fryitt,F630,1,17
Fudge,F320,3,171
Fuell,F400,2,3
Fuesdale,F234,1,1
Fuge,F200,2,11
Fugill,F240,1,2
Fulbrook,F416,2,7
Fulcher,F426,3,2
Fuler,F460,1,2
Fulford,F416,1,17
Fulk,F420,1,1
Fullalove,F441,2,3
Fullaway,F400,1,2
Fullbrook,F416,2,1
Fuller,F460,22,6
Fullerton,F463,1,1
Fullocks,F420,1,4
Fulton,F435,1,2
Fuminger,F552,1,2
Funnell,F540,3,1
Furbank,F615,1,1
Furber,F616,1,10
Furby,F610,1,1
Furguson,F622,1,164
Furlong,F645,2,1
Furmidge,F653,1,2
Furmston,F652,1,8
Furnas,F652,1,4
Furnell,F654,2,2
Furner,F656,5,57
Furness,F652,6,2
Furnish,F652,1,1
Furniss,F652,2,2
Furrington,F652,1,5
Furse,F620,2,1
Furze,F620,1,1
Fussell,F240,1,1
Futrell,F364,1,2
Futter,F360,1,460
Fyles,F420,1,745
Fynes,F520,1,11
Fynn,F500,1,3
Fynney,F500,1,1
Fyson,F250,1,13
Gabb,G100,2,2
Gabbitas,G132,1,2
Gabelle,G140,1,8582
Gabriel,G164,1,26
Gadd,G300,3,48
Gaddes,G320,1,77
Gadsby,G321,4,1
Gael,G400,1,1
Gaff,G100,1,44
Gaffaney,G150,1,12
Gaffney,G150,3,3
Gage,G200,3,29391
Gager,G260,2,2
Gaggioti,G230,1,1
Gailey,G400,1,1
Gaine,G500,1,29
Gaines,G520,2,241
Gainford,G516,1,17
Gait,G300,1,33
Gaitch,G320,1,1
Gaius,G200,1,7615
Galavan,G415,1,1
Galbraith,G416,2,3
Gale,G400,21,3
Galen,G450,1,2
Galer,G460,1,1
Gallafent,G415,1,1
Gallaghan,G425,1,1
Gallaghar,G426,1,9
Gallagher,G426,6,1
Gallaugher,G426,1,1
Galley,G400,3,44
Galleymore,G456,1,64
Gallifent,G415,1,1
Galliford,G416,1,1
Gallimore,G456,1,1
Gallop,G410,1,3
Galloway,G400,4,10
Galpin,G415,1,3
Galston,G423,1,1
Galsworthy,G426,1,1
Galt,G430,1,176
Galton,G435,1,1
Galvin,G415,3,470
Gam,G500,1,1
Gambier,G516,2,3
Gamble,G514,5,3
Gambrell,G516,1,1
Game,G500,1,3
Gamgee,G520,1,3
Gammin,G550,1,1
Gammon,G550,4,1
Ganally,G540,1,35532
Gange,G520,1,1
Gannon,G550,2,1
Gant,G530,4,1
Garaghan,G625,1,3
Garbett,G613,1,68
Garbutt,G613,4,1
Gard,G630,1,3
Garden,G635,1,3
Gardener,G635,9,1
Gardiner,G635,15,15
Gardner,G635,42,12
Garey,G600,2,20
Garfield,G614,1,1
Garford,G616,1,244
Garforth,G616,1,16
Garhety,G630,1,1
Garland,G645,3,14
Garlett,G643,1,1
Garley,G640,1,1
Garlick,G642,6,1
Garlington,G645,1,1
Garman,G655,3,25
Garment,G655,1,1
Garnar,G656,1,2
Garner,G656,18,2
Garnet,G653,1,1
Garnett,G653,6,1
Garnham,G655,3,24
Garrad,G630,1,19
Garrard,G663,4,778
Garratt,G630,9,1
Garraway,G600,3,14
Garrett,G630,17,2
Garrette,G630,1,1
Garretty,G630,1,14
Garrick,G620,2,37
Garrison,G625,1,7
Garrod,G630,2,40
Garry,G600,1,4
Garsden,G623,1,3
Garside,G623,11,2
Garstang,G623,1,3
Garsty,G623,1,2
Garth,G630,3,4
Garthon,G635,1,11
Garthridge,G636,1,146
Garthwaite,G633,3,8
Garton,G635,2,11
Gartrell,G636,2,7
Gartside,G632,7,1
Garvan,G615,1,9
Garver,G616,1,1
Garwood,G630,12,1
Gascoigne,G225,8,5
Gascoigns,G225,1,1
Gascoine,G250,1,1
Gash,G200,1,6
Gaskarth?,G263,1,2
Gaskell,G240,10,657
Gaskill,G240,2,1
Gaskin,G250,2,9
Gason,G250,1,1
Gass,G200,2,1
Gassion,G250,1,1
Gasson,G250,3,2
Gasston,G235,1,3
Gastall,G234,2,1
Gate,G300,1,1
Gatehouse,G320,2,1
Gateley,G340,1,2
Gatenley,G354,1,1
Gatens,G352,1,7
Gater,G360,1,9
Gates,G320,11,8
Gatfield,G314,1,9
Gath,G300,1,1
Gathercole,G362,2,4
Gatley,G340,2,2
Gatrelle,G364,1,19
Gauden,G350,1,162
Gaudy,G300,1,1
Gauge,G200,2,2
Gaughan,G250,3,4
Gaukrodger,G263,2,11638
Gaulde,G430,2,2
Gaulton,G435,1,9
Gaunder,G536,1,3
Gaunt,G530,6,1
Gauntlett,G534,1,1
Gavage,G120,1,5
Gaved,G130,1,6
Gavethorp,G136,1,1
Gavin,G150,1,12
Gavon,G150,1,1
Gay,G000,6,1
Gaylard,G463,1,2
Gaylor,G460,1,1
Gaynor,G560,2,1
Gayton,G350,4,1
Gaywood,G300,1,6
Gaze,G200,2,33
Gazely,G240,1,2
Geake,G200,2,1
Gear,G600,3,1
Geard,G630,2,17
Gears,G620,1,1
Geary,G600,4,1
Geas?,G200,1,1
Geaser,G260,1,55
Geddes,G320,2,1
Geddis,G320,1,1
Geden,G350,1,5
Gedge,G320,2,92
Gedney,G350,1,81
Gee,G000,21,8
Geen,G500,2,1
Geering,G652,2,2
Geeson,G250,1,1
Gehrling,G645,1,9
Geldard,G436,1,1
Geldart,G436,2,2
Gelder,G436,2,1
Gell,G400,1,1
Gellard,G463,1,1
Gellatly,G434,1,1
Gellett,G430,1,1
Gelling,G452,2,1
Genders,G536,4,29
Gentles,G534,1,2
Gentry,G536,1,4
Genty,G530,1,20
George,G620,52,7
Gerard,G663,3,87
Gerarty,G663,1,1
German,G655,2,1
Germany,G655,2,1
Gerrard,G663,8,9
Gerrish,G620,1,1
Gery,G600,1,1
Gesking,G252,1,4
Geter,G360,1,19
Gethens,G352,1,4
Gething,G352,2,1
Gibb,G100,1,2
Gibbard,G163,2,3
Gibbens,G152,1,37
Gibbes,G120,1,8
Gibbins,G152,7,1
Gibbon,G150,4,5
Gibbons,G152,17,2
Gibbs,G120,26,2
Giblett,G143,3,8
Giblin,G145,1,1
Gibney,G150,1,2
Gibson,G125,66,3
Giddings,G352,7,2
Giffard,G163,1,15
Gifford,G163,6,8
Gigney,G250,2,5
Gilbart,G416,1,14
Gilbert,G416,35,1
Gilberthorpe,G416,1,7
Gilbey,G410,1,28
Gilburd,G416,1,14
Gilby,G410,3,66
Gilchrist,G426,3,1
Gilday,G430,1,1
Gilden,G435,1,9
Gilder,G436,2,1
Gildersleevy,G436,1,1
Gile,G400,1,348
Giles,G420,23,1
Gilfellon,G414,1,1
Gilham,G450,3,10
Gilhooly,G440,1,1
Gilkes,G422,1,22
Gilks,G420,2,1
Gill,G400,44,1
Gillam,G450,2,81
Gillan,G450,1,1
Gillard,G463,2,1
Gillaspy,G421,1,2
Gillatt,G430,2,1
Gilleart,G463,1,1
Gillespie,G421,1,5
Gillespy,G421,1,2
Gillet,G430,1,1
Gillett,G430,4,1
Gillgrass,G426,1,19
Gilliat,G430,1,1
Gillibrand,G416,3,1
Gilligan,G425,2,18
Gillin,G450,1,1
Gillingham,G452,6,1
Gillings,G452,1,436
Gilliott,G430,1,2
Gillkam,G425,1,7
Gillman,G455,2,1
Gillmour,G456,1,1
Gillott,G430,1,28
Gillow,G400,3,4
Gillson,G425,1,1
Gilman,G455,5,3
Gilmore,G456,3,8
Gilpin,G415,1,1
Gilroy,G460,1,1
Gilson,G425,3,1
Gilverthorpe,G416,1,11
Gimblet,G514,1,3
Gimson,G525,1,2
Ginder,G536,1,2
Ginders,G536,1,1
Ginger,G526,3,2
Ginman,G550,1,1
Ginn,G500,4,3
Giorgi,G620,1,25283
Gipson,G125,2,85
Girault,G643,1,1
Girdham,G635,1,1
Girdler,G634,1,2
Girety,G630,1,1
Girling,G645,8,90
Girton,G635,1,4
Gissy,G200,1,25
Gitsham,G325,1,4
Gittam,G350,1,6664
Gittens,G352,2,1
Gittings,G352,1,2
Gittins,G352,1,18
Gladden,G435,1,1
Gladders,G436,1,5
Gladdill,G434,1,30
Gladdin,G435,1,1
Gladding,G435,1,1
Gladen,G435,1,194
Gladwell,G434,1,14092
Gladwin,G435,2,40781
Gladwyn,G435,1,1
Glaholm,G445,1,79
Glaister,G423,3,1
Glandfield,G453,1,1
Glanvill,G451,2,1
Glanville,G451,4,29
Glaspool,G421,1,1
Glass,G420,8,2
Glasscock,G422,2,1
Glasson,G425,2,2
Glassup,G421,2,13
Glasswell,G424,1,1
Glathers,G436,1,1
Glave,G410,1,1
Glaves,G412,1,1
Glazbrook,G421,1,2
Glaze,G420,1,1
Gleave,G410,5,2
Gleaves,G412,2,4
Gledall,G434,1,3
Gleddell,G434,1,1
Gledhill,G434,10,4
Gledson,G432,1,1
Gleed,G430,2,1
Gleeson,G425,1,8
Glegg,G420,1,1
Gleghorn,G426,1,1
Glendall,G453,1,2
Glendining,G453,1,2
Glendinning,G453,1,21
Glennon,G455,1,1
Glenton,G453,2,1
Glew,G400,2,1
Glibbery,G416,1,1
Gliddon,G435,6,1
Glinn,G450,1,1
Glister,G423,1,1
Glitheroe,G436,1,4
Glock,G420,1,10
Gloin,G450,1,1
Glossop,G421,1,1
Glover,G416,28,9
Gloyn,G450,1,15
Gluas,G420,1,1
Glue,G400,1,1
Gluyas,G420,1,1
Glyde,G430,1,5
Glynn,G450,7,1
Goad,G300,1,4
Goadby,G310,1,284
Goatcher,G326,3,1
Goble,G140,1,1
Godard,G363,1,1
Godbear,G316,1,11
Godber,G316,3,5
Godbyhere,G316,1,1
Goddard,G363,22,1
Godden,G350,3,1
Goddin,G350,1,104
Godfrey,G316,25,22
Goding,G352,2,34
Godliman,G345,1,2
Godly,G340,1,10128
Godwin,G350,9,1
Goff,G100,8,2
Goffee,G100,2,1
Goffon,G150,1,1
Golbourn,G416,1,2
Golby,G410,2,47
Gold,G430,2,2
Golden,G435,3,1
Golder,G436,3,1
Goldie,G430,1,1
Golding,G435,11,3
Goldring,G436,1,1
Goldrip,G436,1,1
Golds,G432,1,167
Goldsbrough,G432,3,2
Goldsmith,G432,8,1
Goldspink,G432,1,2
Goldstien,G432,1,3
Goldsworthy,G432,7,3
Goldthorp,G436,3,6
Goldthorpe,G436,1,1
Golightly,G423,1,1
Gollagher,G426,1,49
Gollagly,G424,1,1
Golland,G453,1,52
Golling,G452,1,1
Golsworthy,G426,1,1
Gomersall,G562,3,1
Gomery,G560,1,1
Gomm,G500,1,1
Gonselvas,G524,1,1
Gooch,G200,4,75
Good,G300,10,2
Goodacre,G326,1,26
Goodall,G340,20,1
Gooday,G300,1,1
Goodbehere,G316,1,1
Goodbody,G313,1,1
Goodburn,G316,1,1
Goodchild,G324,3,2
Goodday,G300,1,1
Goode,G300,9,107
Gooden,G350,1,13
Goodenough,G352,3,119
Gooderson,G362,1,1
Goodey,G300,1,3
Goodfellow,G314,7,101684
Goodfield,G314,1,1
Goodgame,G325,1,1
Goodhall,G340,1,1
Goodhand,G353,1,1
Goodhead,G330,1,4
Goodhind,G353,1,1
Goodier,G360,1,18
Gooding,G352,5,1
Goodlad,G343,5,25
Goodley,G340,1,94
Goodman,G355,24,1
Goodrick,G362,1,20
Goodridge,G363,4,1
Goodsell,G324,1,117
Goodship,G321,1,151
Goodson,G325,4,1
Goodway,G300,1,1
Goodwill,G340,1,1
Goodwin,G350,42,1
Goodwins,G352,2,1
Goodyear,G360,1,3
Goodyer,G360,3,2
Goose,G200,2,1
Goosestreet,G223,1,1
Goozee,G200,2,47
Gorbutt,G613,1,2
Gordge,G632,1,1
Gording,G635,1,313
Gordon,G635,21,1
Gore,G600,9,1954
Gorfin,G615,1,2
Gorman,G655,3,4
Gormanly,G655,1,1
Gormby,G651,1,1
Gormen,G655,1,1
Gormish,G652,1,1
Gornall,G654,1,8
Gornor,G656,1,1
Gorrard,G663,1,1
Gorring,G652,1,46
Gorringe,G652,1,31
Gorry,G600,1,18
Gorse,G620,2,2
Gorst,G623,2,1
Gorton,G635,4,2
Gorvin,G615,1,4
Gosby,G210,1,1
Gosden,G235,2,2
Goshawk,G220,1,2
Gosling,G245,12,248
Gosney,G250,2,14
Goss,G200,10,3
Gosteller,G234,1,4
Goswell,G240,2,1
Gothard,G363,2,8
Gotsell,G324,2,2
Gott,G300,6,1
Gotter,G360,1,1
Gotts,G320,2,1
Gough,G200,14,1
Goul,G400,1,7
Gould,G430,22,3
Goulden,G435,3,6
Goulder,G436,1,1
Goulding,G435,4,3
Gouldthorp,G436,1,1
Gouldyn,G435,1,6
Goulstone,G423,1,1
Goulter,G436,1,1
Goulton,G435,2,4
Gourley,G640,3,1
Gouthwaite,G330,1,1
Gove,G100,1,2
Gover,G160,5,1
Govett,G130,1,1
Govier,G160,3,4
Gow,G000,1,1
Gowar,G600,1,1
Gowdy,G300,1,3
Gowen,G500,1,1
Gowens,G520,2,1
Gower,G600,7,24
Gowers,G620,2,1
Gowin,G500,1,1
Gowland,G453,1,1
Gowler,G460,1,1
Gowlland,G453,1,1
Gown,G500,2,1
Gowthorpe,G361,1,3
Goy,G000,1,1
Grace,G620,7,2
Gradage,G632,1,1
Gradisky,G632,1,2
Gradley,G634,1,5
Grady,G630,4,1
Grafton,G613,3,5
Graham,G650,33,1
Grahamsley,G652,1,46650
Grainge,G652,1,45
Grainger,G652,7,63
Gralinghar,G645,1,178
Grand,G653,1,1
Grandey,G653,1,125
Grandy,G653,1,1
Grange,G652,6,3
Granger,G652,9,1
Grant,G653,33,2
Grantham,G653,3,4
Grapes,G612,1,1
Grasby,G621,1,1
Grassam,G625,1,359
Grassby,G621,3,2
Grassing,G625,1,30
Gration,G635,3,1
Gratrick,G636,1,2
Gratton,G635,2,11
Gratwick,G632,1,4
Gravatt,G613,1,24
Gravell,G614,3,92
Gravells,G614,1,1
Gravenell,G615,1,1
Graver,G616,1,1
Graves,G612,15,4
Gravestock,G612,1,32
Gravett,G613,1,18
Gray,G600,56,12
Graydan,G635,1,3
Grayden,G635,1,2
Grayling,G645,3,1
Graysmark,G625,1,4
Grayson,G625,8,5
Graysone,G625,1,218
Gready,G630,1,3
Greagsby,G621,1,1
Greaves,G612,15,1
Greay,G600,1,3
Grebby,G610,1,1
Green,G650,177,3
Greenacre,G652,1,2
Greenall,G654,4,3
Greenaway,G650,4,4
Greener,G656,2,1
Greenfield,G651,7,39
Greengrass,G652,3,2
Greenhalgh,G654,9,3
Greenham,G655,2,71
Greenhill,G654,1,3
Greenhoff,G651,1,8
Greenhough,G652,1,4
Greenhouse,G652,1,27
Greenhow,G650,1,1
Greening,G655,5,14434
Greenland,G654,1,2
Greenman,G655,1,44
Greenoff,G651,2,2
Greenop,G651,1,2
Greenough,G652,4,450
Greensell,G652,1,3
Greenside,G652,1,2
Greensize,G652,1,1
Greenslade,G652,4,105
Greensmith,G652,1,2858
Greensort,G652,1,1
Greenup,G651,1,1
Greenway,G650,4,1
Greenwell,G654,3,13429
Greenwod,G653,1,4
Greenwood,G653,50,1
Greep,G610,2,1
Greeshaw,G620,1,1
Greete,G630,1,1
Greetham,G635,2,8
Gregesby,G622,1,7
Gregg,G620,4,1
Greggoins,G625,1,1
Gregory,G626,48,2
Gregson,G625,5,14
Greig,G620,1,7
Grenet,G653,1,14
Grenfell,G651,2,5
Gresham,G625,1,2
Gresley,G624,1,23
Gresty,G623,1,22
Gretton,G635,4,1
Grevatt,G613,3,5
Greves,G612,1,33
Greveson,G612,1,1
Grew,G600,3,2
Grey,G600,10,2
Greyson,G625,1,1
Gribbin,G615,1,24
Gribble,G614,5,111
Grice,G620,9,1
Grier,G660,1,1
Grierson,G662,1,39
Grieve,G610,2,1
Grieves,G612,3,2
Griffin,G615,27,21
Griffing,G615,1,2
Griffis,G612,1,1
Griffith,G613,19,1
Griffiths,G613,100,1
Griffris,G616,1,1
Grifithes,G613,1,4
Grigg,G620,6,2
Griggs,G620,2,3
Grigory,G626,1,1
Grillon,G645,1,1
Grills,G642,1,281
Grime,G650,4,41
Grimes,G652,9,1
Grimley,G654,1,2
Grimmer,G656,2,19
Grimmo,G650,1,4013
Grimsey,G652,1,5
Grimshaw,G652,16,17
Grimshire,G652,1,1
Grimsley,G652,2,1
Grimsted,G652,1,2
Grimston,G652,1,3
Grimwade,G653,1,1
Grimwood,G653,3,1
Grindley,G653,1,2
Grindrod,G653,3,5
Grinhane,G655,1,72
Grinrod,G656,1,16
Grinyer,G656,2,2
Gripper,G616,1,1
Grisby,G621,1,4
Grisdale,G623,2,88
Grisenthwaite,G625,1,30
Grist,G623,3,1
Grocock,G622,3,2
Grocott,G623,1,3
Grogan,G625,1,7
Grondona,G653,1,5
Grondonae,G653,1,7
Gronhoff,G651,1,24
Groocock,G622,2,2
Groom,G650,6,7
Groome,G650,2,2
Grooms,G652,1,3
Grosch,G620,1,141
Grose,G620,1,1
Grosmith,G625,1,1
Gross,G620,2,9
Grossmith,G625,2,3
Grosvenor,G621,3,3
Grosz,G620,1,2
Groucott,G623,1,1
Groundale,G653,1,7
Grounds,G653,1,29
Groundsell,G653,1,15
Groundwater,G653,1,7
Groundwell,G653,1,4
Grout,G630,3,5
Groutage,G632,1,9
Grove,G610,7,1
Grover,G616,1,28
Groves,G612,14,4
Growcot,G623,1,10
Growcott,G623,2,137
Grubb,G610,5,1
Grundill,G653,1,8
Grundy,G653,16,1
Grunwell,G654,1,10
Grussley,G624,1,4
Guard,G630,1,1
Gubbins,G152,1,1
Gubbs,G120,1,1
Gudge,G320,1,1
Gudgeon,G325,2,1
Guelch,G420,1,2
Guest,G230,10,1
Guichard,G263,1,1
Guild,G430,1,7
Guildford,G431,1,1
Guilford,G416,2,8
Guinness,G520,1,38
Guise,G200,3,8
Guite,G300,1,2
Guley,G400,1,9
Gulley,G400,2,1
Gullick,G420,2,2
Gulliford,G416,2,61
Gulliver,G416,1,4
Gullwell,G440,1,2
Gumm,G500,1,1
Gummer,G560,3,1
Gummery,G560,1,1
Gummoe,G500,1,2
Gummow,G500,2,1
Gunby,G510,1,12
Gunn,G500,5,1
Gunnell,G540,1,3
Gunner,G560,4,1
Gunning,G552,4,48
Gunnion,G550,1,11
Gunstone,G523,1,1
Gunthorp,G536,1,1
Gunton,G535,2,2
Guntrip,G536,1,6
Guppy,G100,1,4
Gurden,G635,1,2
Gurdler,G634,1,55
Gurley,G640,1,10
Gurling,G645,1,3042
Gurnall,G654,1,1
Gurnett,G653,2,1
Gurney,G650,3,7
Gurr,G600,1,1
Gurteen,G635,1,5
Guscott,G230,1,1
Gussin,G250,1,2
Gustard,G236,1,5
Gusterson,G236,1,1
Gutheridge,G363,1,1
Gutherless,G364,1,1
Guthrie,G360,2,8
Gutridge,G363,1,1
Gutsell,G324,1,1
Gutteridge,G363,2,5
Guttridge,G363,3,3
Guvivin,G115,1,1
Guy,G000,16,4
Guymer,G560,2,41
Gwillim,G450,6,4
Gwilt,G430,1,4
Gwin,G500,1,2
Gwinnell,G540,1,3
Gwyn,G500,2,5
Gwynne,G500,2,1
Gwyon,G500,1,1
Gwyther,G360,2,1
Gwyver,G160,1,2
Gyde,G300,1,2
Gyles,G420,1,5
Gynn,G500,1,1
Gynne,G500,1,2
Gyton,G350,2,77
Habberley,H164,3,12
Habbott,H130,1,3
Habden,H135,1,4
Habelet,H143,1,10
Haberfield,H161,1,3
Habjohns,H125,1,1
Hacker,H260,2,1
Hacket,H230,2,47
Hackett,H230,4,20
Hackford,H216,1,5
Hacking,H252,4,3
Hackney,H250,2,3
Hackshaw,H200,1,1
Hadaway,H300,1,2
Hadcroft,H326,1,1
Hadden,H350,2,1
Haddock,H320,2,45
Haddon,H350,7,1
Haden,H350,4,21
Hadfield,H314,8,2
Hadikin,H325,1,211457
Hadland,H345,1,1
Hadley,H340,7,1
Hadnutt,H353,1,3
Hadwen,H350,1,7
Hadwick,H320,1,1
Haers,H620,1,3
Haffaron,H165,1,1
Haffenden,H153,1,58
Hagarty,H263,1,1
Hagell,H240,1,15
Hagen,H250,1,176
Haggar,H260,1,55
Haggarty,H263,1,4
Haggas,H220,3,1
Hagger,H260,3,3
Haggerston,H262,1,2
Haggett,H230,1,45
Hagnes,H252,1,1
Hague,H200,11,29
Hagyard,H263,1,2
Haig,H200,1,1
Haigh,H200,23,14
Hailey,H400,2,8
Hails,H420,2,48
Haime,H500,1,1
Hain,H500,4,1
Hainage,H520,1,1
Haine,H500,1,2
Haines,H520,10,1
Hains,H520,3,2613
Hainsworth,H526,4,6
Hair,H600,1,34
Hakeney,H250,1,3
Hakin,H250,2,8
Hale,H400,25,1
Hales,H420,11,1
Halewood,H430,1,1
Haley,H400,14,1
Halfacre,H412,1,1
Halfmann,H415,1,1
Halford,H416,6,2
Halfpenny,H415,2,1
Haliday,H430,2,94
Halk,H420,1,1
Halksworth,H426,1,22
Hall,H400,182,1
Hallahan,H450,1,152
Hallam,H450,21,1
Hallas,H420,1,8
Hallaways,H420,1,1
Hallet,H430,1,7
Hallett,H430,9,1
Hallewell,H440,1,2
Hallgarth,H426,1,2
Halliburton,H416,1,11
Halliday,H430,10,17
Hallifax,H412,1,1
Halling,H452,1,7
Halliwell,H440,10,33
Hallmark,H456,2,3
Halloway,H400,1,1
Hallowell,H440,1,1
Hallows,H420,3,1
Halls,H420,6,1
Hallson,H425,1,2
Hallum,H450,1,248
Halmond,H455,1,1
Halmshaw,H452,1,1
Halpin,H415,2,5
Halsall,H424,4,2
Halse,H420,1,10
Halsey,H420,1,5
Halson,H425,1,63601
Halstead,H423,5,3
Halton,H435,4,1
Ham,H500,4,55
Haman,H550,1,1
Hamblen,H514,3,212
Hambleton,H514,6,1
Hamblett,H514,1,1
Hamblin,H514,5,4
Hambling,H514,2,6
Hambly,H514,5,1052
Hamblyn,H514,2,1
Hamer,H560,15,1
Hames,H520,2,1
Hamil,H540,1,1
Hamilton,H543,14,3
Hamlet,H543,1,1
Hamlin,H545,3,150
Hamly,H540,1,413
Hamlyn,H545,3,1
Hamm,H500,1,2
Hamman,H550,1,5225
Hammersley,H562,6,5
Hammet,H530,1,24636
Hammett,H530,2,6
Hammod,H530,1,2
Hammon,H550,1,1
Hammond,H553,37,1
Hammonds,H553,4,1
Hamnet,H530,1,7
Hamnett,H530,1,1
Hampson,H512,12,7
Hampstead,H512,1,3
Hampton,H513,10,18
Hams,H520,1,12
Hanafin,H515,1,1
Hanan,H550,1,1
Hanaway,H500,2,14
Hanby,H510,1,1
Hance,H520,1,1
Hancock,H522,33,513
Hancocks,H522,1,4
Hancox,H522,7,2
Hand,H530,10,86
Handcock,H532,1,1
Handerson,H536,1,11
Handford,H531,9,37
Handforth,H531,2,10
Handley,H534,6,1
Handly,H534,1,1
Handricks,H536,1,2
Hands,H532,7,324
Handscombe,H532,1,1
Handsom,H532,1,14
Handy,H530,1,2
Handyside,H532,1,1
Handysides,H532,1,1
Hanford,H516,1,1
Hanger,H526,2,1
Hankey,H520,3,26720
Hankin,H525,1,1
Hankinson,H525,1,1
Hanks,H520,1,1
Hanlon,H545,1,1
Hanly,H540,2,57
Hann,H500,4,1
Hannaford,H516,3,1
Hannagh,H520,1,3
Hannah,H500,4,1
Hannam,H550,4,1
Hannan,H550,1,3
Hannant,H553,4,373
Hannas,H520,1,1
Hannat,H530,1,173
Hanneford,H516,1,1
Hannel,H540,1,11
Hannell,H540,1,79
Hanney,H500,1,1435
Hanning,H552,2,1
Hannon,H550,1,8
Hanover,H516,1,1
Hanscome,H525,1,1
Hansell,H524,1,5
Hansen,H525,1,2
Hansford,H521,4,5
Hansler,H524,1,3
Hansom,H525,1,8
Hanson,H525,21,3
Hanton,H535,1,1
Hantson,H532,1,1254
Hanwell,H540,1,27
Hapden,H135,1,12
Happey,H100,1,33900
Harbage,H612,1,1
Harban,H615,1,1
Harber,H616,2,1
Harbert,H616,2,2
Harbertson,H616,1,1
Harbin,H615,2,2
Harbour,H616,1,1
Harbud,H613,1,1
Harcombe,H625,1,1
Harcourt,H626,2,1
Hardacre,H632,3,1
Hardaker,H632,1,385
Harday,H630,1,3
Hardcastle,H632,1,1
Harden,H635,1,1
Hardener,H635,1,1
Hardiman,H635,1,1
Harding,H635,42,1
Hardington,H635,1,8
Hardisty,H632,2,30
Hardman,H635,22,1
Hardstaff,H632,1,1
Hardstone,H632,1,2
Hardwick,H632,7,1
Hardwicke,H632,1,5
Hardy,H630,36,49
Hare,H600,8,1
Hares,H620,3,1
Harewell,H640,1,46
Harford,H616,1,3
Hargitt,H623,1,1
Hargrave,H626,6,2
Hargraves,H626,2,3433
Hargreave,H626,2,702
Hargreaves,H626,28,8
Hargrove,H626,1,48
Harison,H625,1,27
Harker,H626,4,2
Harkess,H622,1,7
Harkless,H624,1,1
Harkness,H625,1,1
Harland,H645,7,2
Harlang,H645,1,1
Harle,H640,3,1
Harley,H640,5,513
Harling,H645,2,5
Harlow,H640,2,14
Harman,H655,15,1
Harmar,H656,1,12
Harmer,H656,6,1
Harms,H652,1,1
Harmsworth,H652,1,356
Harn,H650,1,12
Harness,H652,1,1
Harnett,H653,1,3
Harnwell,H654,1,11
Harold,H643,1,2
Harper,H616,34,7
Harpham,H615,2,2
Harpley,H614,1,1
Harpur,H616,2,2
Harpwood,H613,1,2
Harrad,H630,1,1770
Harradence,H635,1,3
Harrald,H643,3,24
Harrall,H640,1,46
Harrap,H610,5,35
Harries,H620,12,6
Harrigan,H625,1,38
Harriman,H655,1,58
Harrington,H652,13,2
Harris,H620,153,4
Harrison,H625,153,16
Harriss,H620,1,3
Harrisson,H625,3,27
Harrocks,H620,1,6
Harrod,H630,2,5
Harrold,H643,5,11
Harrop,H610,13,289
Harrowen,H650,1,3
Harry,H600,3,3
Harsant,H625,1,2
Harsent,H625,1,536
Harston,H623,2,3
Hart,H630,61,1
Hartam,H635,1,1
Hartas,H632,1,1
Hartell,H634,1,48
Hartie,H630,1,1
Hartill,H634,1,6
Hartland,H634,1,2
Hartle,H634,1,1
Hartlebury,H634,1,176
Hartley,H634,45,1
Hartliff,H634,1,1
Hartman,H635,1,3
Hartmann,H635,1,2
Hartnell,H635,1,1
Hartnoll,H635,1,1
Hartop,H631,1,3
Hartree,H636,1,14
Hartshorn,H632,3,2
Hartupp,H631,1,11
Hartwright,H636,2,1
Hartzig,H632,1,5
Harvey,H610,67,2
Harvie,H610,1,5
Harvy,H610,1,1
Harward,H663,1,1
Harwood,H630,20,1
Hase,H200,1,3
Haselam,H245,1,1
Hasell,H240,3,841
Hashell,H240,1,161
Haslam,H245,17,1
Hasleham,H245,1,38
Haslehurst,H246,1,1
Haslem,H245,1,1
Hasler,H246,2,4
Haslet,H243,1,1
Haslett,H243,1,41
Haslin,H245,1,7
Haspy,H210,1,1
Hassall,H240,4,5
Hassell,H240,2,1
Haste,H230,1,1
Hastend,H235,1,126
Haster,H236,1,26
Hastie,H230,3,1
Hasting,H235,1,5
Hastings,H235,7,1
Hatach,H320,1,4
Hatch,H320,5,8
Hatchard,H326,1,103
Hatchcraft,H322,1,2
Hatcher,H326,4,7
Hatchett,H323,2,1
Hateley,H340,1,2
Hatfield,H314,4,150
Hathaway,H300,1,10
Hatherall,H364,1,58903
Hatherell,H364,1,11
Hatherly,H364,1,18
Hatherton,H363,1,39
Hathway,H300,1,1
Hatley,H340,1,2
Haton,H350,1,7
Hatred,H363,1,1
Hatswell,H324,1,11
Hattersley,H362,4,1
Hattin,H350,1,8
Hatton,H350,6,8
Haughie,H200,1,2
Hauldon,H435,1,71
Hausley,H240,1,4414
Hauvworth?,H163,1,1
Havard,H163,4,2
Havelock,H142,2,5
Havery,H160,1,29
